,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage PAM for k=50,0.1553,0.2030,0.2210,0.2930,0.2251,0.1973,0.5084,0.2744,0.1533,0.1368,0.19275,0.2671,0.0000
