,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage PAM for k=10,0.3837,0.4048,0.4306,0.2315,0.4091,0.5853,0.6884,0.1367,0.2725,0.2292,0.1688,0.07401,0.03265
