,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage PAM for k=30,0.4415,0.3240,0.3551,0.1873,0.4419,0.2633,0.2535,0.1141,0.1921,0.6531,0.1297,0.2671,0.0000
