,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=10,0.75276,0.67559,0.2314,0.68665,0.41545,0.53236,0.63142,0.38073,0.7163,0.591216,0,0.91832,0.250524,0.521747692
