,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=200,0.90267,0.65413,0.8944,0.6107,0.71291,0.60401,0.41931,0.63392,0.49449,0.00000,0.55675,0.79638,1.00000
