,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=50,0.94972,0.51654,0.75758,0.49243,0.4728,0.84475,0.137255,0.5481,0.19138,0.78255,0.72039,0.551320,0.33333
