,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=100,0.00000,0.99809,0.57266,0.68656,0.67964,0.74545,0.61927,0.42555,0.29992,0.18727,0.39701,0.60983,0.12308
