,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=30,0.32033,0.37297,0.66304,0.9242,0.45610,0.40379,0.43781,0.58243,0.8172,0.94841,0.0000,0.71868,0.863636
