,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage HAC for k=250,0.63296,0.42353,0.6072,0.73207,0.58270,0.46379,0.39728,0.35902,0.95182,0.97432,0.8552,0.58035,0.976471
