,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage Kmeans for k=250,0.8840,0.91765,0.96410,0.8743,0.944984,0.88425,1.0000000,0.941110,0.79014,0.9070,0.79784,0.87099,0.8767
