,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage Kmeans for k=20,0.9094,0.41919,0.312274,0.9017,0.4317152,0.42972,0.5059382,0.374036,0.90894,0.40789,0.93670,0.96720,0.7045
