,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage Kmeans for k=10,0.9765,0.77982,0.71568,0.903,0.847896,0.79928,0.8669834,0.771025,0.81477,0.8455,0.97967,0.9976,0.9456,0.864871108
