,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage Kmeans for k=20,0.9238,0.68345,0.67205,0.8978,0.942395,0.64777,1,0.818627,0.91776,0.57166,0.95411,0.98491,0.7777,0.830156308
