,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Similarity Percentage,0.6603,0.90936,0.76854,0.82072,0.880744,0.75237,0.86299,0.833462,0.91543,1,0.8571,0.62086,0.9012,0.829467385
