,1,2,3,4,5,6,7,8,9,10,11,12,13,
Cluster Overlap Percentage Kmeans for k=15,0.9099,0.57954,0.48197,0.8901,0.5223301,0.57314,0.4988124,0.524365,0.91477,0.50643,0.95149,0.98594,0.7567,0.699652885
